"ID","ReleaseDate","Grade","Edition","Name","OfficialJPY","TaxExJPY","OfficialKRW","AppliedMultiplier","DiscrepancyCheck"
"1","2002-11-16","HG","?쇰컲??(Standard)","1/144 HG AILE STRIKE GUNDAM","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"10","2013-12-01","HG","?쇰컲??(Standard)","HGBF 1/144 BEARGGUY III","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"100","2020-12-19","HG","?쇰컲??(Standard)","HGBD:R 1/144 DOUBLE REBAKE RIFLE","770","700","8400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1000","2015-05-15","HG","?쇰컲??(Standard)","HG 1/144 GUNTANK EARLY TYPE","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1001","2015-10-31","HG","?쇰컲??(Standard)","HG 1/144 MOBILE WORKER MW-01 MODEL 01 LATE TYPE (MASH)","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1002","2015-04-29","HG","?쇰컲??(Standard)","HG 1/144 CATSITH","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1003","2015-06-20","HGUC","?쇰컲??(Standard)","HGUC 1/144 RX-77-2 GUNCANNON","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1004","2015-07-25","HGUC","?쇰컲??(Standard)","HGUC 1/144 RX-78-2 GUNDAM","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1005","2015-04-24","HG","?쇰컲??(Standard)","HGBF 1/144 CROSSBONE GUNDAM X1 FULL CLOTH TYPE.GBFT","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1006","2015-11-28","HGUC","?쇰컲??(Standard)","HGUC 1/144 RX-178 GUNDAM MK-Ⅱ(TITANS)","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1007","2015-11-28","HGUC","?쇰컲??(Standard)","HGUC 1/144 RX-178 GUNDAM MK-Ⅱ(AEUG)","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1008","2015-09-19","HG","?쇰컲??(Standard)","HG 1/144 PROTOTYPE GOUF (TACTICAL DEMONSTRATOR)","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1009","2015-09-12","HG","?쇰컲??(Standard)","HGBF 1/144 KAMIKI BURNING GUNDAM","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"101","2020-06-13","SDBD","?쇰컲??(Standard)","SDBD:R EX VLKYLANDER","1430","1300","15600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1010","2016-02-27","HG","?쇰컲??(Standard)","HG 1/144 YMS-08B DOM TEST TYPE","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1011","2016-05-21","HG","?쇰컲??(Standard)","HG 1/144 ZAKUⅠ[DENIM/SLENDER]","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1012","2016-11-19","HG","?쇰컲??(Standard)","HG 1/144 GUNCANNON FIRST TYPE (IRON CAVALRY SQUADRON)","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1013","2016-12-03","HG","?쇰컲??(Standard)","HG 1/144 MS-04 BUGU [RAMBA RAL]","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1014","2017-03-11","HG","?쇰컲??(Standard)","HG 1/144 MS-05 ZAKU I  [CHAR AZNABLE]","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1015","2018-04-07","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM 00 DIVER","1100","1000","12000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1016","2018-04-28","HG","?쇰컲??(Standard)","HGBD 1/144 GRIMOIRE RED BERET","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1017","2018-04-14","HG","?쇰컲??(Standard)","HGBD 1/144 GMIII BEAM MASTER","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1018","2018-05-19","HG","?쇰컲??(Standard)","HGBD 1/144 MOMOKAPOOL","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1019","2018-05-19","HG","?쇰컲??(Standard)","HGBD 1/144 OGRE GN-X","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"102","2020-06-27","HG","?쇰컲??(Standard)","HGBD:R 1/144 FAKE ν UNIT","935","850","10200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1020","2018-05-19","HG","?쇰컲??(Standard)","HGBD 1/144 SERAVEE GUNDAM SCHEHERAZADE","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1021","2018-07-21","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM 00 DIVER ACE","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1022","2018-06-23","HG","?쇰컲??(Standard)","HGBD 1/144  GEARA GHIRARGA","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1023","2018-06-23","HG","?쇰컲??(Standard)","HGBD 1/144 LEO NPD","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1024","2018-07-28","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM JIYAN ALTRON","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1025","2018-03-10","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM AGEII MAGNUM","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1026","2018-07-14","HG","?쇰컲??(Standard)","HGBD 1/144 GALBALDY REBAKE","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1027","2018-09-22","Figure-rise Standard","?쇰컲??(Standard)","Figure-rise Standard BUILD DIVERS DIVERNAMI","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1028","2018-08-31","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM 00 SKY","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1029","2018-08-25","SDBD","?쇰컲??(Standard)","SDBD RX-ZEROMARU","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"103","2020-11-21","HG","?쇰컲??(Standard)","HGBD:R 1/144 LOAD ASTRAY DOUBLE REBAKE","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1030","2018-08-04","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM ASTRAY NO-NAME","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1031","2018-09-08","HG","?쇰컲??(Standard)","HGBD 1/144 JEGAN BLAST MASTER","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1032","2018-09-29","HG","?쇰컲??(Standard)","HGBD 1/144 IMPLUSE GUNDAM ARC","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1034","2018-06-23","HGUC","?쇰컲??(Standard)","HGUC 1/144 UNICORN GUNDAM 03 PHENEX (DESTROY MODE) (NARRATIVE Ver.)","3300","3000","36000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1035","2018-09-29","HG","?쇰컲??(Standard)","HGBD 1/144 IMPLUSE GUNDAM LANCIER","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1036","2018-11-17","HG","?쇰컲??(Standard)","HGBD 1/144 GBN-GUARD FRAME","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1037","2018-10-13","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM LOVE PHANTOM","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1038","2018-11-17","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM 00 SKY HWS (TRANS-AM INFINITY MODE)","2530","2300","27600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1039","2019-01-19","HG","?쇰컲??(Standard)","HGBD 1/144 GBN-BASE GUNDAM","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"104","2020-09-26","HG","?쇰컲??(Standard)","HGBD:R 1/144 TERTIUM ARMS","825","750","9000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1040","2018-12-29","PG","?쇰컲??(Standard)","PG 1/60 LED UNIT FOR GUNDAM EXIA","22000","20000","240000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1041","2018-08-31","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM 00 SKY 〔HIGHER THAN SKY PHASE〕","2750","2500","30000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1042","2018-12-15","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM SHINING BREAK","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1043","2018-12-22","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM AGEII MAGNUM SV ver.","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1044","2019-01-26","HG","?쇰컲??(Standard)","HGBC 1/144  HWS & SV CUSTOM WEAPON SET","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1045","2019-01-26","SDBD","?쇰컲??(Standard)","SDBD RX-ZEROMARU SINKIKESSHO","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1046","2018-12-15","HG","?쇰컲??(Standard)","HGBD MOBILE DOLL SARAH","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1047","2019-02-09","HG","?쇰컲??(Standard)","HGBD 1/144 GUNDAM ZERACHIEL","2750","2500","30000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1048","2019-03-22","Figure-rise Standard","?쇰컲??(Standard)","Figure-rise Standard BUILD DIVERS DIVER AYAME","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1049","2019-08-03","HGUC","?쇰컲??(Standard)","HGUC 1/144 UNICORN GUNDAM 03 PHENEX (UNICORN MODE) (NARRATIVE Ver.)[GOLD COATING]","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"105","2020-06-27","HG","?쇰컲??(Standard)","HGBD:R 1/144 FAKE ν WEAPONS","770","700","8400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1050","2021-12-17","ENTRY GRADE","?쇰컲??(Standard)","ENTRY GRADE 1/144 STRIKE GUNDAM (LITE PACKAGE Ver.)","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1051","2022-04-09","ENTRY GRADE","?쇰컲??(Standard)","ENTRY GRADE 1/144 ν GUNDAM","1100","1000","12000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1052","2022-10-15","SDEX","?쇰컲??(Standard)","SD GUNDAM EX-STANDARD GUNDAM AERIAL","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1053","2009-11-26","PG","?쇰컲??(Standard)","PG 1/60 OO-RAISER","28600","26000","312000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1054","2002-07","PG","?쇰컲??(Standard)","PG 1/60 RX-178 GUNDAM MK-ⅡTITANS (BLACK)","16500","15000","180000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1055","2003-11","PG","?쇰컲??(Standard)","PG 1/60 GP01 RX-78 GUNDAM GP01/FB","22000","20000","240000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1056","2010-12-11","PG","?쇰컲??(Standard)","PG 1/60 STRIKE FREEDOM GUNDAM","29150","26500","318000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1057","2014-12-13","PG","?쇰컲??(Standard)","PG 1/60 RX-0 UNICORN GUNDAM","24200","22000","264000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1058","2015-09-30","PG","?쇰컲??(Standard)","PG 1/60 RX-0[N] UNICORN GUNDAM 02 BANSHEE NORN","24200","22000","264000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1059","2017-12-02","PG","?쇰컲??(Standard)","PG 1/60 GUNDAM EXIA","22000","20000","240000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"106","2020-12-19","HG","?쇰컲??(Standard)","HGBD:R 1/144 TRY SLASH BLADE","880","800","9600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1060","2018-12-15","PG","?쇰컲??(Standard)","PG 1/60 00 GUNDAM SEVEN SWORD/G","25300","23000","276000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1061","2020-02-22","PG","?쇰컲??(Standard)","PG 1/60 PERFECT STRIKE GUNDAM","27500","25000","300000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1062","2014-02-22","MG","?쇰컲??(Standard)","MG 1/100 SENGOKU ASTRAY GUNDAM","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1063","2015-02-21","MG","?쇰컲??(Standard)","MG 1/100 ガンダムエクシアダークマター MG 1/100 GUNDAM EXIA DARK MATTER","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1064","2018-10-06","HGUC","?쇰컲??(Standard)","HGUC 1/144 UNICORN GUNDAM 03 PHENEX (DESTROY MODE) (NARRATIVE Ver.)[GOLD COATING]","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1065","2018-04-07","HG","?쇰컲??(Standard)","HGBC DIVER GEAR","770","700","8400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1066","2020-12-19","PG","?쇰컲??(Standard)","PG UNLEASHED 1/60 RX-78-2 GUNDAM","27500","25000","300000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1067","2004-12","HG","?쇰컲??(Standard)","HG CHAOS GUNDAM","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1068","2017-01-14","HG","?쇰컲??(Standard)","HG 1/144 LUNAGAZER GUNDAM","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1069","2018-02-24","HG","?쇰컲??(Standard)","HGBF 1/144 BUILD STRIKE GALAXY COSMOS","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"107","2020-08-29","HG","?쇰컲??(Standard)","HGBD:R 1/144 AUN[RIZE] ARMOR","935","850","10200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1070","2018-03-10","HG","?쇰컲??(Standard)","HGBF 1/144 Mrs. LOHENG-RINKO","2750","2500","30000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1071","2016-07-16","HG","?쇰컲??(Standard)","HGBC 1/144 JIGEN BUILD KNUCKLES (ROUND)","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1072","1998-08","MG","?쇰컲??(Standard)","MG 1/100 GUNDAM Mk-Ⅱ A.E.U.G (WHITE)","3080","2800","33600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1073","2014-12-26","RG","?쇰컲??(Standard)","RG 1/144 XXXG-00W0 WING GUNDAM ZERO EW","3080","2800","33600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1074","2011-05-21","HGUC","?쇰컲??(Standard)","HGUC 1/144 DREISSEN (UNICORN VER.)","2530","2300","27600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"108","2020-12-05","HG","?쇰컲??(Standard)","HGBD:R 1/144 GUNDAM OO SKY MOEBIUS","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"109","2020-10-17","Figure-rise Standard","?쇰컲??(Standard)","Figure-rise Standard BUILD FIGHTERS TRY FUMINA HOSHINO","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1091","2023-07-08","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM SCHWARZETTE","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1092","2023-07-15","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM CALIBARN","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1093","2023-04-22","FULL MECHANICS","?쇰컲??(Standard)","FULL MECHANICS 1/100 GUNDAM AERIAL","4180","3800","45600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1094","2022-05-21","FULL MECHANICS","?쇰컲??(Standard)","FULL MECHANICS 1/100 RAIDER GUNDAM","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1095","2021-06-26","FULL MECHANICS","?쇰컲??(Standard)","FULL MECHANICS 1/100 CALAMITY GUNDAM","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1096","2023-08-11","FULL MECHANICS","?쇰컲??(Standard)","FULL MECHANICS 1/100 FORBIDDEN GUNDAM","6380","5800","69600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1097","2023-09-30","RG","?쇰컲??(Standard)","RG 1/144 GUNDAM EPYON","4620","4200","50400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1098","2023-10-07","ENTRY GRADE","?쇰컲??(Standard)","ENTRY GRADE 1/144 LAH GUNDAM","1100","1000","12000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1099","2023-10-07","ENTRY GRADE","?쇰컲??(Standard)","ENTRY GRADE 1/144 BUILD STRIKE EXCEED GALAXY","1210","1100","13200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"11","2014-04-12","HG","?쇰컲??(Standard)","HGBF 1/144 CROSS BONE GUNDAM MAOH","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"110","2020-05-30","HG","?쇰컲??(Standard)","HGBD:R 1/144 SATURNIX  WEAPONS","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1100","2023-10-21","MGSD","?쇰컲??(Standard)","MGSD GUNDAM BARBATOS","4290","3900","46800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1101","N/A","その他","?쇰컲??(Standard)","","0","0","0","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1102","2023-11-11","SDガンダム クロスシルエット","?쇰컲??(Standard)","SD GUNDAM CROSS SILHOUETTE F-KUNOICHI KAI","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1103","2023-11-11","HG","?쇰컲??(Standard)","HG 1/144 SHIN BURNING GUNDAM","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1104","2023-11-18","HG","?쇰컲??(Standard)","HG 1/144 GM (SHOULDER CANNON / MISSILE POD)","2530","2300","27600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1105","2002-08","その他","?쇰컲??(Standard)","1/144 GUNDAM ASTRAY (RED FRAME)","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1106","2002-10-05","その他","?쇰컲??(Standard)","1/144 STRIKE GUNDAM","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1107","2002-10-12","その他","?쇰컲??(Standard)","1/144 DUEL GUNDAM","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1108","2002-10-26","その他","?쇰컲??(Standard)","1/144 AEGIS GUNDAM","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1109","2002-11-16","その他","?쇰컲??(Standard)","1/144 MOBILE GINN","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"111","2020-07-18","HG","?쇰컲??(Standard)","HGBD:R 1/144 NEPTEIGHT WEAPONS","770","700","8400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1110","2002-11-16","その他","?쇰컲??(Standard)","1/144 GUNDAM ASTRAY (BLUE FLAME)","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1111","2002-12-14","その他","?쇰컲??(Standard)","1/144 BUSTER GUNDAM","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1112","2003-01","その他","?쇰컲??(Standard)","1/144 BLITZ GUNDAM","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1113","2003-02","その他","?쇰컲??(Standard)","1/144 SWORD STRIKE GUNDAM","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1114","2003-02","その他","?쇰컲??(Standard)","1/144 LAUNCHER STRIKE GUNDAM","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1115","2003-03","その他","?쇰컲??(Standard)","1/144 MOBILE BuCUE","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1116","2003-04","その他","?쇰컲??(Standard)","1/144 FREEDOM GUNDAM","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1117","2003-05","その他","?쇰컲??(Standard)","1/144 JUSTICE GUNDAM","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1118","2003-06","その他","?쇰컲??(Standard)","1/144 MOBILE GOOhN","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1119","2003-06","その他","?쇰컲??(Standard)","1/144 CALAMITY GUNDAM","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"112","2020-12-26","HG","?쇰컲??(Standard)","HGBD:R 1/144 CORE GUNDAM II (G-3 COLOR)","1210","1100","13200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1120","2003-07","その他","?쇰컲??(Standard)","1/144 FORBIDDEN GUNDAM","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1121","2003-08","その他","?쇰컲??(Standard)","1/144 RAIDER GUNDAM","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1122","2003-10","その他","?쇰컲??(Standard)","1/144 MOBILE SUIT GuAIZ","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1123","2003-11-77","その他","?쇰컲??(Standard)","1/144 MOBILE DINN","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1124","2004-01-99","その他","?쇰컲??(Standard)","1/144 PROVIDENCE GUNDAM","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1125","2004-02","その他","?쇰컲??(Standard)","1/144 STRIKE DAGGER","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1126","2004-03","その他","?쇰컲??(Standard)","1/144 M1 ASTRAY","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1127","2002-12-07","その他","?쇰컲??(Standard)","1/100 AILE STRIKE GUNDAM","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1128","2003-02-88","その他","?쇰컲??(Standard)","1/100 AEGIS GUNDAM","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1129","2003-03-88","その他","?쇰컲??(Standard)","1/100 BUSTER GUNDAM","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"113","2020-12-26","HG","?쇰컲??(Standard)","HGBD:R 1/144 CORE GUNDAM II (TITANS COLOR)","1210","1100","13200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1130","2003-03-88","その他","?쇰컲??(Standard)","1/100 SWORD STRIKE GUNDAM","2420","2200","26400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
