"ID","ReleaseDate","Grade","Edition","Name","OfficialJPY","TaxExJPY","OfficialKRW","AppliedMultiplier","DiscrepancyCheck"
"167","2005-05","HG","?쇰컲??(Standard)","HG GOUF IGNITED","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"168","2005-08-21","HG","?쇰컲??(Standard)","HG INFINITE JUSTICE GUNDAM","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1684","2024-10-12","その他","?쇰컲??(Standard)","BEST MECHA COLLECTION 1/144 RX-78-2 GUNDAM (REVIVAL Ver.)","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"169","2005-07-30","HG","?쇰컲??(Standard)","HG DOM TROOPER","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"17","2014-08-09","HG","?쇰컲??(Standard)","HGBF 1/144 GUNDAM AMAZING EXIA","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"170","2005-06-29","HG","?쇰컲??(Standard)","HG BLAZE ZAKU PHANTOM","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"171","2005-08","HG","?쇰컲??(Standard)","HG GAIA GUNDAM (ANDOREW WALDFELD CUSTOM)","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1717","2024-08-03","オプションパーツセット","?쇰컲??(Standard)","OPTION PARTS SET GUNPLA 11 (SMOOTHBORE GUN FOR BARBATOS)","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1718","2024-08-03","オプションパーツセット","?쇰컲??(Standard)","OPTION PARTS SET GUNPLA 12 (LARGE RAILGUN)","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"172","2005-08-12","HG","?쇰컲??(Standard)","HG GOUF IGNITED (MASS PRODUCTION)","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"173","2005-10-21","HG","?쇰컲??(Standard)","HG LEGEND GUNDAM","3080","2800","33600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"174","2005-11-23","HG","?쇰컲??(Standard)","HG DESTINY GUNDAM","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"175","2005-12-17","HG","?쇰컲??(Standard)","HG MURASAME (ANDOREW WALDFELD CUSTOM)","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1750","2024-08-10","アクションベース","?쇰컲??(Standard)","ACTION BASE 6 [CLEAR COLOR] MIRROR STICKERS SET","990","900","10800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1751","2024-08-10","アクションベース","?쇰컲??(Standard)","ACTION BASE 7 [CLEAR COLOR] MIRROR STICKERS SET","990","900","10800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"176","2006-01-28","HG","?쇰컲??(Standard)","HG SHIRANUI AKATSUKI GUNDAM","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"177","2006-03-11","HG","?쇰컲??(Standard)","HG MURASAME","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"178","2006-04-23","HG","?쇰컲??(Standard)","HG OOWASHI AKATSUKI GUNDAM","2640","2400","28800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1783","2024-09-21","HG","?쇰컲??(Standard)","HG 1/144 LIGHTNING BUSTER GUNDAM","2860","2600","31200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1784","2024-09-21","SDガンダム クロスシルエット","?쇰컲??(Standard)","SD GUNDAM CROSS SILHOUETTE MIGHTY STRIKE FREEDOM GUNDAM","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"179","2006-06-30","HG","?쇰컲??(Standard)","HG STRIKE NOIR GUNDAM","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"18","2014-10-11","HG","?쇰컲??(Standard)","HGBF 1/144 BUILD BURNING GUNDAM","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"180","2006-08-09","HG","?쇰컲??(Standard)","HG VERDE BUSTER GUNDAM","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"181","2006-08","HG","?쇰컲??(Standard)","HG 105 SLAUGHTER DAGGER","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1816","2024-11-30","MGSD","?쇰컲??(Standard)","MGSD WING GUNDAM ZERO EW","4950","4500","54000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"182","2006-09","HG","?쇰컲??(Standard)","HG GINN TYPE INSURGENT","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"183","2006-11-24","HG","?쇰컲??(Standard)","HG KERBEROS BuCUE HOUND","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"184","2006-11-24","HG","?쇰컲??(Standard)","HG STARGAZER GUNDAM","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1849","1980-07","その他","?쇰컲??(Standard)","1/144 GUNDAM","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"185","2007-01-20","HG","?쇰컲??(Standard)","HG MOBILE BuCUE","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"186","2007-10","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM EXIA","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"187","2007-11","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM DYNAMES","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"188","2007-11","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM KYRIOS","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1882","2024-10-19","HG","?쇰컲??(Standard)","HG 1/144 ZAKU II F TYPE SOLARI (RFV)","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1883","2024-10-19","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM EX (RFV)","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1884","2024-10-19","HG","?쇰컲??(Standard)","HG 1/144 MURASAME KAI","2750","2500","30000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1885","2024-10-26","HG","?쇰컲??(Standard)","HG 1/144 BLACK KNIGHT SQUAD Cal-re.A","4070","3700","44400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1886","2024-10-26","Figure-rise Standard","?쇰컲??(Standard)","Figure-rise Standard NIKA NANAURA","4180","3800","45600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"189","2007-12","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM VIRTUE","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"19","2014-10-11","HG","?쇰컲??(Standard)","HGBC 1/144 POWERED ARMS POWEREDER","660","600","7200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"190","2007-10","HG","?쇰컲??(Standard)","HG 1/144 UNION FLAG","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"191","2007-11","HG","?쇰컲??(Standard)","HG 1/144 TIEREN Ground Type","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1915","1980-09","その他","?쇰컲??(Standard)","1/144 CHAR'S ZAKU","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"192","2008-02","HG","?쇰컲??(Standard)","HG 1/144 TIEREN Space Type","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"193","2008-01","HG","?쇰컲??(Standard)","HG 1/144 TIEREN TAOZI","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"194","2008-02","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM THRONE EINS","2090","1900","22800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1948","2024-11-23","HG","?쇰컲??(Standard)","HG 1/144 DESTINY GUNDAM SpecII&ZEUS SILHOUETTE","7920","7200","86400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1949","2024-11-30","HG","?쇰컲??(Standard)","HG 1/144 BOLINOAK-SAMMAHN","3520","3200","38400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"195","2008-03","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM THRONE ZWEI","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1950","2024-11-23","オプションパーツセット","?쇰컲??(Standard)","OPTION PARTS SET GUNPLA 13 (GUNPLA BATTLE ARM ARMS)","880","800","9600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1951","1981-01","その他","?쇰컲??(Standard)","1/144 ZAKUⅡ","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1952","1980-11","その他","?쇰컲??(Standard)","1/144 GOUF","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1953","1981-07","その他","?쇰컲??(Standard)","1/144 CHAR'S Z'GOK","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1954","1980-12","その他","?쇰컲??(Standard)","1/144 Z'GOK","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1955","1981-05","その他","?쇰컲??(Standard)","1/144 GUNCANNON","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1956","1981-04","その他","?쇰컲??(Standard)","1/144 GM","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1957","1981-07","その他","?쇰컲??(Standard)","1/144 GYAN","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1958","1981-08","その他","?쇰컲??(Standard)","1/144 AGGUY","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1959","1981-10","その他","?쇰컲??(Standard)","1/144 ZAKUⅠ","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"196","2008-04","HG","?쇰컲??(Standard)","HG 1/144 GUNDAM THRONE DREI","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1960","1982-09","その他","?쇰컲??(Standard)","1/144 AGGU","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1961","1981-09","その他","?쇰컲??(Standard)","1/144 BALL","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1962","1981-04","その他","?쇰컲??(Standard)","1/144 BUKI SET","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1963","1982-08","その他","?쇰컲??(Standard)","1/144 CORE-BOOSTER","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1964","1981-10","その他","?쇰컲??(Standard)","1/550 ELMETH (LALA MOBILE ARMOUR)","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1965","1981-10","その他","?쇰컲??(Standard)","1/550 GRUBLO","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1966","1981-09","その他","?쇰컲??(Standard)","1/550 BYGRO","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1967","1981-02","その他","?쇰컲??(Standard)","1/1200 CHAR'S MUSAI","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1968","1980-08","その他","?쇰컲??(Standard)","1/1200 MUSAI","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1969","1982-04","その他","?쇰컲??(Standard)","1/1200 GAW","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"197","2008-03","HG","?쇰컲??(Standard)","HG 1/144 GN ARMS TYPE-E + GUNDAM EXIA (TRANS MODE)","6050","5500","66000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1970","1981-04","その他","?쇰컲??(Standard)","1/2400 WHITEBASE","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1971","1983-03","その他","?쇰컲??(Standard)","1/2400 GWAZINE","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1972","1983-03","その他","?쇰컲??(Standard)","1/2400 ZANZIBAR","330","300","3600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1973","1981-05","その他","?쇰컲??(Standard)","1/144 GOGG","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1974","1982-07","その他","?쇰컲??(Standard)","1/144 AGGUY","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1975","1982-11","その他","?쇰컲??(Standard)","1/144 ZOGOCK","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1976","1982-05","その他","?쇰컲??(Standard)","1/144 MAZELLA-ATTACK","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1977","1982-06","その他","?쇰컲??(Standard)","1/550 ADZAM","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1978","1983-01","その他","?쇰컲??(Standard)","1/550 MEDEA","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1979","1981-09","その他","?쇰컲??(Standard)","1/550 BYG-ZAM","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"198","2007-09-08","HG","?쇰컲??(Standard)","HG BLAZE ZAKU PHANTOM (DEARKA ELTHMAN CUSTOM)","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1980","1983-01","その他","?쇰컲??(Standard)","1/1200 SALAMIS","440","400","4800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"1981","1982-06","その他","?쇰컲??(Standard)","1/550 ZAKRELLO","550","500","6000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"199","2007-08-11","HG","?쇰컲??(Standard)","HG GOUF IGNITED [YZAK JULE CUSTOM]","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2","2012-12-08","HG","?쇰컲??(Standard)","HG 1/144 CLANCHE CUSTOM","1430","1300","15600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"20","2014-10-11","HG","?쇰컲??(Standard)","HGBF 1/144 POWERED GM CARDIGAN","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"200","2007-12","HG","?쇰컲??(Standard)","HG 1/144 UNION FLAG (GRAHAM CUSTOM)","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"201","2008-03","HG","?쇰컲??(Standard)","HG 1/144 OVER FLAG","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2014","2024-12-14","RG","?쇰컲??(Standard)","RG 1/144 AKATSUKI GUNDAM OOWASHI unit","8800","8000","96000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"202","1999-07","HGUC","?쇰컲??(Standard)","HGUC 1/144 GYAN","880","800","9600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"203","1999-11","HGUC","?쇰컲??(Standard)","HGUC 1/144 Z'GOCK","770","700","8400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"204","1999-05-01","HGUC","?쇰컲??(Standard)","HGUC 1/144 GUNCANNON","880","800","9600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2047","2011-11","MG","?쇰컲??(Standard)","MG 1/100 TRANS-AM RISER","7700","7000","84000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2048","2012-01","MG","?쇰컲??(Standard)","MG 1/100 武者ガンダムMk-II 徳川家康Ver.","7700","7000","84000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2049","2012-02","HG","?쇰컲??(Standard)","HGUC 1/144 RB-79K BALL K-TYPE & RB-79 BALL SET","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"205","1999-09","HGUC","?쇰컲??(Standard)","HGUC 1/144 QUBELEY","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"206","1999-08","HGUC","?쇰컲??(Standard)","HGUC 1/144 ZAKU-Ⅲ CUSTOM","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"207","1999-10","HGUC","?쇰컲??(Standard)","HGUC 1/144 HYAKU-SHIKI","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"208","2000-01","HGUC","?쇰컲??(Standard)","HGUC 1/144 GUNTANK","1210","1100","13200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2080","2025-01-17","オプションパーツセット","?쇰컲??(Standard)","OPTION PARTS SET GUNPLA 14 (GUNBARREL STRIKER)","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2081","2025-01-17","HG","?쇰컲??(Standard)","HG 1/144 GQuuuuuuX","2200","2000","24000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2082","2025-01-17","ENTRY GRADE","?쇰컲??(Standard)","ENTRY GRADE 1/144 STRIKE ROUGE","880","800","9600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"209","2000-04","HGUC","?쇰컲??(Standard)","HGUC 1/144 GOUF","880","800","9600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"21","2014-11-08","HG","?쇰컲??(Standard)","HGBF 1/144 LIGHTNING GUNDAM","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"210","2000-06","HGUC","?쇰컲??(Standard)","HGUC 1/144 RICKDIAS","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"211","2000-06","HGUC","?쇰컲??(Standard)","HGUC 1/144 QUBELEY Mk-Ⅱ","1980","1800","21600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2113","2009-07","MG","?쇰컲??(Standard)","MG 1/100 MS-０７B3 GOUF CUSTOM (GRAVITY BATTLE LINE IMAGE COLOR VER.)","4950","4500","54000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2114","2009-07","MG","?쇰컲??(Standard)","MG 1/100 MS-09 DOM (GRAVITY BATTLE LINE IMAGE COLOR VER.)","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2115","2009-07","MG","?쇰컲??(Standard)","MG 1/100 MS-06J ZAKUⅡ (GRAVITY BATTLE LINE IMAGE COLOR VER.)","4950","4500","54000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2117","2011-12","HG","?쇰컲??(Standard)","HGUC 1/144 GM TYPE C & BALL TYPE C","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2118","2012-02","HG","?쇰컲??(Standard)","1/144 HGUC DRA-C (UNICORN VER.)","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2119","2012-01","HG","?쇰컲??(Standard)","HGUC 1/144 GM Ⅱ DESERT COLOR Ver.","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"212","2000-07","HGUC","?쇰컲??(Standard)","HGUC 1/144 HI-ZACK","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2122","2012-03","RG","?쇰컲??(Standard)","RG 1/144 GAT-X105 STRIKE GUNDAM","2750","2500","30000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2123","2012-03","RG","?쇰컲??(Standard)","RG 1/144 GAT-X105 STRIKE GUNDAM DEACTIVE MODE","3300","3000","36000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2124","2012-05","HG","?쇰컲??(Standard)","HGUC 1/144 JUAGGU (MSV Ver.)","1870","1700","20400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2125","2012-04","MG","?쇰컲??(Standard)","MG NEMO UNICORN DESERT COLOR Ver.","3300","3000","36000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2126","2012-04","MG","?쇰컲??(Standard)","MG NEMO UNICORN COLOR Ver.","3300","3000","36000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2127","2012-03","MG","?쇰컲??(Standard)","MG UNICORN GUNDAM 02 Ver.Ka FULL PSYCHO FRAME PROTOTYPE MOBILE SUIT BANSEE","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2128","2012-07","HG","?쇰컲??(Standard)","HGUC 1/144 GMIII（UNICORN DESERT COLOR VER.）","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2129","2012-07","HG","?쇰컲??(Standard)","HGUC 1/144 GEARA DOGA (FULL FRONTAL USE)","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"213","2000-08","HGUC","?쇰컲??(Standard)","HGUC 1/144 RX-78 GP01 ZEPHYRANTHES","1320","1200","14400","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2130","2012-05","HG","?쇰컲??(Standard)","HG 1/144 EXTREME GUNDAM TYPE LEOS","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2131","2012-06","MG","?쇰컲??(Standard)","MG 1/100 RX-78-2 GUNDAM Ver2.0 REAL TYPE COLOR","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2132","2012-06","MG","?쇰컲??(Standard)","MG 1/100 MS-06S ZAKU II Ver2.0 REAL TYPE COLOR","5500","5000","60000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2133","2012-09","HG","?쇰컲??(Standard)","HGUC GM SNIPERⅡ WHITE DINGO TEAM CUSTOM","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2134","2012-07","HG","?쇰컲??(Standard)","HG 1/144 BLUE DESTINY UNIT 2 OMEGA COLOR","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2135","2012-08","HG","?쇰컲??(Standard)","HGUC 1/144 ReZEL TYPE-C (GR)","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2136","2012-09","MG","?쇰컲??(Standard)","MG MS-06S ZAKUⅡ（BLACK TRI-STARS CUSTOM）VER.2.0","4950","4500","54000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2137","2012-11","HG","?쇰컲??(Standard)","HGUC BASE JABBER（UNICORN ZEON REMNANTS COLOR VER.）","1430","1300","15600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2138","2012-11","HG","?쇰컲??(Standard)","HGUC GM Ⅱ（A.E.U.G. COLOR VER.）","1540","1400","16800","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2139","2013-01","HG","?쇰컲??(Standard)","HGUC 1/144 ReZEL （DEFENSER b-UNIT）","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"214","2000-09","HGUC","?쇰컲??(Standard)","HGUC 1/144 AMX-011 ZAKUⅢ","1650","1500","18000","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2140","2013-03","MG","?쇰컲??(Standard)","MG 1/100 TALLGEESE Ⅱ","4180","3800","45600","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
"2141","2013-02","HG","?쇰컲??(Standard)","HGUC 1/144 GM & GUNCANNON MASS PRODUCTION TYPE (WHITE DINGO TEAM CUSTOM)","1760","1600","19200","12","12諛?14.3諛?諛섏퐫 怨듭떇 ?뺢? 100% ?쇱튂"
